contig_id,proteins
Escherichia~phage~JH2,131
Escherichia~phage~JLK-2012,79
Escherichia~phage~JMPW1,78
Escherichia~phage~JMPW2,80
Escherichia~phage~K1ind1,51
Escherichia~phage~KBNP1711,126
Escherichia~phage~LL11,55
Escherichia~phage~LL2,51
Escherichia~phage~LL5,88
Escherichia~phage~Lidtsur,55
Escherichia~phage~Lw1,273
Escherichia~phage~Lys12581Vzw,78
Escherichia~phage~MX01,266
Escherichia~phage~Minorna,57
Escherichia~phage~Murica,212
Escherichia~phage~N30,44
Escherichia~phage~OSYSP,166
Escherichia~phage~P13374,79
Escherichia~phage~P483,45
Escherichia~phage~P694,50
Escherichia~phage~PA2,84
Escherichia~phage~PA28,90
Escherichia~phage~PE3-1,48
Escherichia~phage~PGN590,51
Escherichia~phage~PGT2,46
Escherichia~phage~PhaxI,209
Escherichia~phage~Pollock,85
Escherichia~phage~RCS47,124
Escherichia~phage~SH2026Stx1,79
Escherichia~phage~SRT7,47
Escherichia~phage~SRT8,84
Escherichia~phage~ST0,266
Escherichia~phage~ST31,45
Escherichia~phage~SUSP1,138
Escherichia~phage~SUSP2,132
Escherichia~phage~Seurat,88
Escherichia~phage~Skarpretter,63
Escherichia~phage~Sortsne,62
Escherichia~phage~TL-2011b,57
Escherichia~phage~TL-2011c,72
Escherichia~phage~UFV-AREG1,274
Escherichia~phage~V18,207
Escherichia~phage~VB_EcoS-Golestan,78
Escherichia~phage~WG01,273
Escherichia~phage~Wphi,44
Escherichia~phage~YD-2008.s,62
Escherichia~phage~YZ1,41
Escherichia~phage~ZG49,44
Escherichia~phage~aalborv,71
Escherichia~phage~aaroes,82
Escherichia~phage~atuna,84
Escherichia~phage~damhaus,80
Escherichia~phage~e11/2,41
Escherichia~phage~e4/1c,72
Escherichia~phage~egaa,80
Escherichia~phage~fp01,158
Escherichia~phage~grams,76
Escherichia~phage~haarsle,74
Escherichia~phage~herni,83
Escherichia~phage~phAPEC8,269
Escherichia~phage~phi191,87
Escherichia~phage~phiKT,31
Escherichia~phage~phiLLS,160
Escherichia~phage~phiV10,55
Escherichia~phage~pro147,44
Escherichia~phage~pro483,43
Escherichia~phage~slur01,72
Escherichia~phage~slur02,174
Escherichia~phage~slur03,5
Escherichia~phage~slur04,266
Escherichia~phage~slur05,58
Escherichia~phage~slur07,266
Escherichia~phage~slur14,272
Escherichia~phage~slur16,13
Escherichia~phage~tonijn,84
Escherichia~phage~tonn,86
Escherichia~phage~tonnikala,83
Escherichia~phage~tunus,84
Escherichia~phage~vB_EcoM-12474III,44
Escherichia~phage~vB_EcoM-UFV13,268
Escherichia~phage~vB_EcoM-VpaE1,132
Escherichia~phage~vB_EcoM-ep3,51
Escherichia~phage~vB_EcoM_AYO145A,131
Escherichia~phage~vB_EcoM_Alf5,133
Escherichia~phage~vB_EcoM_ECO1230-10,56
Escherichia~phage~vB_EcoM_ECOO78,56
Escherichia~phage~vB_EcoM_FFH2,92
Escherichia~phage~vB_EcoM_Goslar,247
Escherichia~phage~vB_EcoM_JS09,284
Escherichia~phage~vB_EcoM_KWBSE43-6,222
Escherichia~phage~vB_EcoM_PhAPEC2,254
Escherichia~phage~vB_EcoM_Schickermooser,284
Escherichia~phage~vB_EcoM_WFC,113
Escherichia~phage~vB_EcoM_WFH,105
Escherichia~phage~vB_EcoP-Ro45lw,50
Escherichia~phage~vB_EcoP_B,55
Escherichia~phage~vB_EcoP_C,59
Escherichia~phage~vB_EcoP_F,48
Escherichia~phage~vB_EcoP_G7C,79
Escherichia~phage~vB_EcoP_GA2A,56
Escherichia~phage~vB_EcoP_K,46
Escherichia~phage~vB_EcoP_PTXU04,92
Escherichia~phage~vB_EcoP_PhAPEC5,83
Escherichia~phage~vB_EcoP_PhAPEC7,83
Escherichia~phage~vB_EcoP_S523,45
Escherichia~phage~vB_EcoS-95,89
Escherichia~phage~vB_EcoS-IME253,74
Escherichia~phage~vB_EcoS_AKFV33,160
Escherichia~phage~vB_EcoS_ESCO41,79
Escherichia~phage~vB_EcoS_G29-2,85
Escherichia~phage~vB_EcoS_HdH2,178
Escherichia~phage~vB_EcoS_SH2,80
Escherichia~phage~vB_Ecos_CEB_EC3a,70
Escherichia~phage~vojen,80
Escherichia~phage~wV7,332
Escherichia~virus~AAPEc6,52
Escherichia~virus~VEc3,57
Escherichia~virus~VEc33,161
Escherichia~virus~Vec13,53
Escherichia~virus~mutPK1A2,59
Faecalibacterium~phage~FP_Brigit,94
Faecalibacterium~phage~FP_Epona,76
Faecalibacterium~phage~FP_Lagaffe,65
Faecalibacterium~phage~FP_Lugh,42
Faecalibacterium~phage~FP_Mushu,54
Faecalibacterium~phage~FP_Taranis,85
Faecalibacterium~phage~FP_Toutatis,89
Faecalibacterium~phage~FP_oengus,84
Flavobacterium~phage~11b,65
Flavobacterium~phage~1H,48
Flavobacterium~phage~23T,57
Flavobacterium~phage~2A,61
Flavobacterium~phage~6H,63
Flavobacterium~phage~FCL-2,74
Flavobacterium~phage~FCV-1,74
Flavobacterium~phage~FpV4,75
Flavobacterium~phage~Fpv1,80
Flavobacterium~phage~Fpv10,58
Flavobacterium~phage~Fpv11,58
Flavobacterium~phage~Fpv2,80
Flavobacterium~phage~Fpv20,82
Flavobacterium~phage~Fpv3,79
Flavobacterium~phage~Fpv5,58
Flavobacterium~phage~Fpv6,58
Flavobacterium~phage~Fpv7,58
Flavobacterium~phage~Fpv8,58
Flavobacterium~phage~vB_FspM_lotta8-1,53
Flavobacterium~phage~vB_FspM_pippi8-1,53
Flavobacterium~phage~vB_FspS_filifjonk9-1,68
Flavobacterium~phage~vB_FspS_hattifnatt9-1,76
Flavobacterium~phage~vB_FspS_hemulen6-1,70
Flavobacterium~phage~vB_FspS_laban6-1,57
Flavobacterium~phage~vB_FspS_lillamy9-1,73
Flavobacterium~phage~vB_FspS_morran9-1,73
Flavobacterium~phage~vB_FspS_mumin9-1,67
Flavobacterium~phage~vB_FspS_mymlan6-1,68
Flavobacterium~phage~vB_FspS_sniff9-1,74
Flavobacterium~phage~vB_FspS_snork6-1,73
Flavobacterium~phage~vB_FspS_snusmum6-1,72
Flavobacterium~phage~vB_FspS_stinky9-1,69
Flavobacterium~phage~vB_FspS_tant8-1,62
Flavobacterium~phage~vB_FspS_tooticki6-1,65
Geobacillus~phage~GBK2,62
Geobacillus~phage~GBSV1,54
Geobacillus~phage~TP-84,79
Geobacillus~virus~E2,62
Geobacillus~virus~E3,201
Gordonia~phage~Apricot,101
Gordonia~phage~Asapag,99
Gordonia~phage~Attis,74
Gordonia~phage~Avazak,93
Gordonia~phage~BENtherdunthat,102
Gordonia~phage~Bachita,182
Gordonia~phage~Bantam,168
Gordonia~phage~BaxterFox,86
Gordonia~phage~Beaver,109
Gordonia~phage~BetterKatz,75
Gordonia~phage~BirksAndSocks,110
Gordonia~phage~Blueberry,86
Gordonia~phage~Bowser,67
Gordonia~phage~Brandonk123,89
Gordonia~phage~BritBrat,98
Gordonia~phage~BrutonGaster,166
Gordonia~phage~CaptainKirk2,79
Gordonia~phage~CarolAnn,80
Gordonia~phage~Chelms,104
Gordonia~phage~Chikenjars,92
Gordonia~phage~ClubL,179
Gordonia~phage~Cozz,68
Gordonia~phage~Crocheter,91
Gordonia~phage~Cucurbita,178
Gordonia~phage~Daredevil,165
Gordonia~phage~Demosthenes,95
Gordonia~phage~Duffington,92
Gordonia~phage~Emalyn,67
Gordonia~phage~Eyre,74
Gordonia~phage~Fairfaxidum,81
Gordonia~phage~Flakey,107
Gordonia~phage~Fryberger,144
Gordonia~phage~GAL1,82
Gordonia~phage~GMA1,68
Gordonia~phage~GMA3,104
Gordonia~phage~GMA4,68
Gordonia~phage~GMA5,28
Gordonia~phage~GMA7,101
Gordonia~phage~GRU1,94
Gordonia~phage~GRU3,26
Gordonia~phage~GTE2,57
Gordonia~phage~GTE5,92
Gordonia~phage~GTE6,86
Gordonia~phage~GTE7,103
Gordonia~phage~GTE8,94
Gordonia~phage~Getalong,104
Gordonia~phage~Ghobes,59
Gordonia~phage~Gibbin,99
Gordonia~phage~Gmala1,90
Gordonia~phage~GodonK,214
Gordonia~phage~GordDuk1,97
Gordonia~phage~GordTnk2,98
Gordonia~phage~Gsput1,71
Gordonia~phage~Guacamole,78
Gordonia~phage~Gustav,69
Gordonia~phage~Hedwig,70
Gordonia~phage~Horus,103
Gordonia~phage~Hotorobo,108
Gordonia~phage~JSwag,101
Gordonia~phage~Jellybones,108
Gordonia~phage~John316,109
Gordonia~phage~Jumbo,102
Gordonia~phage~KatherineG,98
Gordonia~phage~Katyusha,99
Gordonia~phage~Kenna,98
Gordonia~phage~Kenosha,90
Gordonia~phage~Kita,80
Gordonia~phage~Kvothe,99
Gordonia~phage~Lambo,98
Gordonia~phage~Lennon,85
Gordonia~phage~Lucky10,70
Gordonia~phage~Mahdia,61
Gordonia~phage~McGonagall,27
Gordonia~phage~Monty,105
Gordonia~phage~Nyceirae,60
Gordonia~phage~Nymphadora,84
Gordonia~phage~Obliviate,80
Gordonia~phage~OhMyWard,86
Gordonia~phage~OneUp,163
Gordonia~phage~Orchid,114
Gordonia~phage~Phinally,87
Gordonia~phage~Phistory,106
Gordonia~phage~Ranch,101
Gordonia~phage~Remus,98
Gordonia~phage~Rickmore,92
Gordonia~phage~Ronaldo,147
Gordonia~phage~Rosalind,99
Gordonia~phage~Ruthy,73
Gordonia~phage~Sadboi,97
Gordonia~phage~Schnabeltier,71
Gordonia~phage~Secretariat,84
Gordonia~phage~Smoothie,179
Gordonia~phage~SoilAssassin,74
Gordonia~phage~Sombrero,108
Gordonia~phage~Soups,99
Gordonia~phage~Sour,79
Gordonia~phage~Splinter,79
Gordonia~phage~SteveFrench,103
Gordonia~phage~Strosahl,98
Gordonia~phage~Suzy,96
Gordonia~phage~Tanis,93
Gordonia~phage~Terapin,97
Gordonia~phage~Trine,66
Gordonia~phage~Troje,71
Gordonia~phage~Twister6,93
Gordonia~phage~UmaThurman,83
Gordonia~phage~Untouchable,93
Gordonia~phage~Utz,71
Gordonia~phage~Vendetta,79
Gordonia~phage~Vivi2,89
Gordonia~phage~Waits,98
Gordonia~phage~Wizard,89
Gordonia~phage~Woes,91
Gordonia~phage~Yeezy,86
Gordonia~phage~Yikes,98
Gordonia~phage~Yvonnetastic,198
Gordonia~phage~Zirinka,79
Haemophilus~phage~SuMu,55
Halocynthia~phage~JM-2012,173
Halorubrum~phage~HF2,126
Halovirus~HF1,125
Halovirus~HRTV-5,118
Halovirus~HRTV-7,105
Halovirus~HRTV-8,124
Halovirus~HSTV-2,103
Helicobacter~phage~1961P,33
Helicobacter~phage~phiHP33,27
Idiomarinaceae~phage~1N2-2,56
Idiomarinaceae~phage~Phi1M2-2,65
Klebsiella~phage~13,70
Klebsiella~phage~1513,72
Klebsiella~phage~2044-307w,44
Klebsiella~phage~3~LV-2017,36
Klebsiella~phage~4~LV-2017,38
Klebsiella~phage~AltoGao,53
Klebsiella~phage~F19,51
Klebsiella~phage~GH-K3,77
Klebsiella~phage~Henu1,42
Klebsiella~phage~JD001,68
Klebsiella~phage~JD18,278
Klebsiella~phage~JY917,44
Klebsiella~phage~K11,51
Klebsiella~phage~K5,46
Klebsiella~phage~K5-2,42
Klebsiella~phage~K5-4,42
Klebsiella~phage~KL,74
Klebsiella~phage~KLPN1,72
Klebsiella~phage~KOX1,81
Klebsiella~phage~KP-Rio/2015,47
Klebsiella~phage~KP15,258
Klebsiella~phage~KP1801,75
Klebsiella~phage~KP27,276
Klebsiella~phage~KP32,44
Klebsiella~phage~KP34,57
Klebsiella~phage~KP36,79
Klebsiella~phage~KP8,97
Klebsiella~phage~KPN~N137,79
Klebsiella~phage~KPN~N141,76
Klebsiella~phage~KPV811,43
Klebsiella~phage~KpCHEMY26,81
Klebsiella~phage~KpKT21phi1,76
Klebsiella~phage~Magnus,214
Klebsiella~phage~Marfa,279
Klebsiella~phage~Matisse,280
Klebsiella~phage~May,214
Klebsiella~phage~Menlow,215
Klebsiella~phage~MezzoGao,76
Klebsiella~phage~Miro,277
Klebsiella~phage~NJR15,75
Klebsiella~phage~NJS1,71
Klebsiella~phage~NJS2,79
Klebsiella~phage~PKO111,203
Klebsiella~phage~PKP126,78
Klebsiella~phage~Pharr,47
Klebsiella~phage~PhiKpNIH-2,81
Klebsiella~phage~Pylas,92
Klebsiella~phage~SH-Kp~152410,47
Klebsiella~phage~ST13-OXA48phi12.1,50
Klebsiella~phage~ST147-VIM1phi7.1,42
Klebsiella~phage~ST15-OXA48phi14.1,46
Klebsiella~phage~ST16-OXA48phi5.4,46
Klebsiella~phage~ST437-OXA245phi4.1,53
Klebsiella~phage~ST437-OXA245phi4.2,26
Klebsiella~phage~ST512-KPC3phi13.2,44
Klebsiella~phage~Seifer,82
Klebsiella~phage~Shelby,78
Klebsiella~phage~Sin4,78
Klebsiella~phage~Skenny,78
Klebsiella~phage~Soft,87
Klebsiella~phage~Sugarland,169
Klebsiella~phage~Sushi,76
Klebsiella~phage~Sweeny,78
Klebsiella~phage~TAH8,76
Klebsiella~phage~TSK1,74
Klebsiella~phage~ZCKP1,267
Klebsiella~phage~kpssk3,42
Klebsiella~phage~myPSH1235,49
Klebsiella~phage~phiBO1E,59
Klebsiella~phage~phiKO2,64
Klebsiella~phage~phiKpS2,53
Klebsiella~phage~vB_Kp1,47
Klebsiella~phage~vB_KpnM_BIS47,262
Klebsiella~phage~vB_KpnM_KB57,245
Klebsiella~phage~vB_KpnM_KpV477,275
Klebsiella~phage~vB_KpnM_KpV52,75
Klebsiella~phage~vB_KpnM_KpV79,75
Klebsiella~phage~vB_KpnP_BIS33,56
Klebsiella~phage~vB_KpnP_IL33,54
Klebsiella~phage~vB_KpnP_IME205,49
Klebsiella~phage~vB_KpnP_IME321,49
Klebsiella~phage~vB_KpnP_KpV289,51
Klebsiella~phage~vB_KpnP_KpV48,57
Klebsiella~phage~vB_KpnP_KpV74,56
Klebsiella~phage~vB_KpnP_KpV763,49
Klebsiella~phage~vB_KpnP_KpV766,50
Klebsiella~phage~vB_KpnP_KpV767,52
Klebsiella~phage~vB_KpnP_PRA33,52
Klebsiella~phage~vB_KpnP_SU503,54
Klebsiella~phage~vB_KpnP_SU552A,54
Klebsiella~phage~vB_KpnS_15-38_KLPPOU149,77
Klebsiella~phage~vB_KpnS_Alina,83
Klebsiella~phage~vB_KpnS_Call,82
Klebsiella~phage~vB_KpnS_Domnhall,90
Klebsiella~phage~vB_KpnS_FZ10,42
Klebsiella~phage~vB_KpnS_IME279,59
Klebsiella~phage~vB_KpnS_IMGroot,88
Klebsiella~phage~vB_KpnS_KpV522,79
Klebsiella~phage~vB_KpnS_SegesCirculi,80
Klebsiella~phage~vB_Kpn_F48,283
Klebsiella~phage~vB_Kpn_IME260,149
Klebsiella~virus~GML-KpCol1,78
Klebsiella~virus~KpS8,261
Klebsiella~virus~UPM~2146,214
Klebsiella~virus~vB_KpnM_KpS110,201
Kluyvera~phage~Kvp1,47
Lactobacillus~phage~3-521,155
Lactobacillus~phage~521B,188
Lactobacillus~phage~A2,62
Lactobacillus~phage~ATCC~8014-B2,127
Lactobacillus~phage~BH1,57
Lactobacillus~phage~Bacchae,180
Lactobacillus~phage~Bromius,172
Lactobacillus~phage~CL1,62
Lactobacillus~phage~CL2,60
Lactobacillus~phage~Iacchus,170
Lactobacillus~phage~J-1,63
Lactobacillus~phage~JCL1032,77
Lactobacillus~phage~KC5a,61
Lactobacillus~phage~LBR48,86
Lactobacillus~phage~LF1,57
Lactobacillus~phage~LJ,65
Lactobacillus~phage~LL-H,51
Lactobacillus~phage~Lb,61
Lactobacillus~phage~Lc-Nu,51
Lactobacillus~phage~Ld17,50
Lactobacillus~phage~Ld25A,51
Lactobacillus~phage~Ld3,49
Lactobacillus~phage~Ldl1,79
Lactobacillus~phage~Lenus,131
Lactobacillus~phage~LfeSau,50
Lactobacillus~phage~Lpa804,105
Lactobacillus~phage~LpeD,100
Lactobacillus~phage~Lrm1,54
Lactobacillus~phage~Lv-1,47
Lactobacillus~phage~Maenad,109
Lactobacillus~phage~Nyseid,125
Lactobacillus~phage~P1,86
Lactobacillus~phage~PL-1,59
Lactobacillus~phage~PLE2,51
Lactobacillus~phage~PLE3,60
Lactobacillus~phage~SA-C12,121
Lactobacillus~phage~SAC12B,191
Lactobacillus~phage~Satyr,111
Lactobacillus~phage~Semele,177
Lactobacillus~phage~Sha1,58
Lactobacillus~phage~ViSo-2018a,87
Lactobacillus~phage~iA2,50
Lactobacillus~phage~iLp1308,50
Lactobacillus~phage~iLp84,60
Lactobacillus~phage~phi~jlb1,54
Lactobacillus~phage~phiAT3,55
Lactobacillus~phage~phiJB,46
Lactobacillus~phage~phiLdb,59
Lactobacillus~phage~phiPYB5,46
Lactobacillus~phage~phig1e,60
Lactobacillus~prophage~Lj928,50
Lactobacillus~prophage~Lj965,46
Lactococcus~lactis~phage~P475,57
Lactococcus~lactis~phage~p272,61
Lactococcus~phage~05601,59
Lactococcus~phage~10W18,59
Lactococcus~phage~1358,43
Lactococcus~phage~13W11L,53
Lactococcus~phage~16802,47
Lactococcus~phage~16W23,56
Lactococcus~phage~1706,76
Lactococcus~phage~28201,51
Lactococcus~phage~30804,56
Lactococcus~phage~340,58
Lactococcus~phage~37201,52
Lactococcus~phage~38503,54
Lactococcus~phage~38507,60
Lactococcus~phage~3R16S,57
Lactococcus~phage~50101,51
Lactococcus~phage~50902,47
Lactococcus~phage~51701,55
Lactococcus~phage~56003,61
Lactococcus~phage~56301,57
Lactococcus~phage~57001,48
Lactococcus~phage~62503,50
Lactococcus~phage~62601,53
Lactococcus~phage~62605,53
Lactococcus~phage~63301,48
Lactococcus~phage~63302,50
Lactococcus~phage~66901,46
Lactococcus~phage~79201,53
Lactococcus~phage~88605,54
Lactococcus~phage~8V08,54
Lactococcus~phage~936~group~phage~Phi109,54
Lactococcus~phage~936~group~phage~Phi155,55
Lactococcus~phage~936~group~phage~Phi19.3,52
Lactococcus~phage~936~group~phage~Phi4.2,59
Lactococcus~phage~936~group~phage~Phi44,52
Lactococcus~phage~936~group~phage~Phi5.12,53
Lactococcus~phage~936~group~phage~Phi91127,58
Lactococcus~phage~936~group~phage~PhiA.16,49
Lactococcus~phage~936~group~phage~PhiB1127,53
Lactococcus~phage~936~group~phage~PhiE1127,60
Lactococcus~phage~936~group~phage~PhiF0139,57
Lactococcus~phage~936~group~phage~PhiJF1,58
Lactococcus~phage~936~group~phage~PhiL.18,55
Lactococcus~phage~936~group~phage~PhiL.6,59
Lactococcus~phage~936~group~phage~PhiLj,49
Lactococcus~phage~936~group~phage~PhiM1127,59
Lactococcus~phage~936~group~phage~PhiS0139,53
Lactococcus~phage~949,154
Lactococcus~phage~96401,54
Lactococcus~phage~96403,47
Lactococcus~phage~96603,50
Lactococcus~phage~98201,52
Lactococcus~phage~AM4,194
Lactococcus~phage~AM6,90
Lactococcus~phage~BK5-T,63
Lactococcus~phage~BM13,55
Lactococcus~phage~CHPC129,55
Lactococcus~phage~CHPC361,55
Lactococcus~phage~CHPC362,45
Lactococcus~phage~CHPC52,54
Lactococcus~phage~CHPC781,56
Lactococcus~phage~CHPC958,62
Lactococcus~phage~CHPC959,59
Lactococcus~phage~CHPC964,56
Lactococcus~phage~CHPC965,47
Lactococcus~phage~CaseusJM1,51
Lactococcus~phage~D4410,40
Lactococcus~phage~D4412,40
Lactococcus~phage~GE1,48
Lactococcus~phage~LP0209,53
Lactococcus~phage~LP0903,54
Lactococcus~phage~LP1502a,52
Lactococcus~phage~LP8511,52
Lactococcus~phage~LP9207,54
Lactococcus~phage~LP9404,54
Lactococcus~phage~LP9609,55
Lactococcus~phage~LP9903,54
Lactococcus~phage~LP9908,53
Lactococcus~phage~LW81,178
Lactococcus~phage~M5938,38
Lactococcus~phage~M6162,38
Lactococcus~phage~M6165,37
Lactococcus~phage~MP1,55
Lactococcus~phage~MV10L,58
Lactococcus~phage~P078,78
Lactococcus~phage~P087,88
Lactococcus~phage~P092,76
Lactococcus~phage~P1045,52
Lactococcus~phage~P1048,167
Lactococcus~phage~P118,80
Lactococcus~phage~P1532,46
Lactococcus~phage~P162,82
Lactococcus~phage~P4565,55
Lactococcus~phage~P596,81
Lactococcus~phage~P656,47
Lactococcus~phage~P680,49
Lactococcus~phage~PLgT-1,66
Lactococcus~phage~Q54,47
Lactococcus~phage~R31,51
Lactococcus~phage~TP901-1,56
Lactococcus~phage~Tuc2009,56
Lactococcus~phage~WRP3,178
Lactococcus~phage~asccphi28,28
Lactococcus~phage~fd13,53
Lactococcus~phage~i0139,52
Lactococcus~phage~jm2,59
Lactococcus~phage~jm3,52
Lactococcus~phage~phi145,55
Lactococcus~phage~phi15,55
Lactococcus~phage~phi7,57
Lactococcus~phage~phiL47,189
Lactococcus~phage~phiLC3,51
Lactococcus~phage~ul36,61
Lactococcus~phage~vB_Llc_bIBB5g1,55
Lactococcus~phage~vB_Llc_bIBBF12,55
Leclercia~phage~10164-302,46
Lelliottia~phage~phD2B,49
Lentibacter~virus~vB_LenP_ICBM1,58
Lentibacter~virus~vB_LenP_ICBM2,55
Leptospira~phage~LE3,83
Leptospira~phage~LE4,81
Leuconostoc~phage~1-A4,50
Leuconostoc~phage~Lmd1,40
Leuconostoc~phage~Ln-8,45
Leuconostoc~phage~Ln-9,48
Leuconostoc~phage~P793,38
Leuconostoc~phage~phiLN03,39
Leuconostoc~phage~phiLN04,39
Leuconostoc~phage~phiLN12,41
Leuconostoc~phage~phiLN25,41
Leuconostoc~phage~phiLN34,41
Leuconostoc~phage~phiLN6B,39
Leuconostoc~phage~phiLNTR2,42
Leuconostoc~phage~phiLNTR3,41
Liberibacter~phage~SC1,40
Liberibacter~phage~SC2,47
Listeria~phage~A006,64
Listeria~phage~A118,72
Listeria~phage~A500,63
Listeria~phage~B025,66
Listeria~phage~B054,80
Listeria~phage~LMSP-25,187
Listeria~phage~LMTA-148,177
Listeria~phage~LMTA-57,196
Listeria~phage~LMTA-94,189
Listeria~phage~LP-026,114
Listeria~phage~LP-030-2,69
Listeria~phage~LP-030-3,73
Listeria~phage~LP-037,114
Listeria~phage~LP-048,177
Listeria~phage~LP-064,188
Listeria~phage~LP-083-2,189
Listeria~phage~LP-101,70
Listeria~phage~LP-110,113
Listeria~phage~LP-114,116
Listeria~phage~LP-124,188
Listeria~phage~LP-125,189
Listeria~phage~LP-HM00113468,54
Listeria~phage~List-36,174
Listeria~phage~P35,56
Listeria~phage~P40,62
Listeria~phage~P70,119
Listeria~phage~WIL-1,38
Listeria~phage~vB_LmoM_AG20,178
Listeria~phage~vB_LmoS_188,60
Listeria~phage~vB_LmoS_293,72
Listonella~phage~phiHSIC,47
Mannheimia~phage~vB_MhM_1127AP1,52
Mannheimia~phage~vB_MhM_3927AP2,50
Mannheimia~phage~vB_MhM_587AP1,51
Mannheimia~phage~vB_MhS_1152AP2,79
Mannheimia~phage~vB_MhS_535AP2,79
Mannheimia~phage~vB_MhS_587AP2,77
Marinomonas~phage~CB5A,54
Marinomonas~phage~CPP1m,50
Marinomonas~phage~P12026,54
Microbacterium~phage~Akoni,55
Microbacterium~phage~Alex44,55
Microbacterium~phage~Appa,65
Microbacterium~phage~Araxxi,50
Microbacterium~phage~Arete,49
Microbacterium~phage~Armstrong,68
Microbacterium~phage~Burro,49
Microbacterium~phage~Dismas,66
Microbacterium~phage~Eden,69
Microbacterium~phage~Eleri,63
Microbacterium~phage~Fireman,96
Microbacterium~phage~Golden,58
Microbacterium~phage~Goodman,62
Microbacterium~phage~Hamlet,63
Microbacterium~phage~Hendrix,155
Microbacterium~phage~Hyperion,104
Microbacterium~phage~Ilzat,62
Microbacterium~phage~KaiHaiDragon,92
Microbacterium~phage~Koji,56
Microbacterium~phage~Krampus,83
Microbacterium~phage~McGalleon,63
Microbacterium~phage~MementoMori,96
Microbacterium~phage~Metamorphoo,93
Microbacterium~phage~Min1,77
Microbacterium~phage~MonChoix,63
Microbacterium~phage~Neferthena,62
Microbacterium~phage~OneinaGillian,103
Microbacterium~phage~Paschalis,91
Microbacterium~phage~Phedro,55
Microbacterium~phage~Pikmin,59
Microbacterium~phage~Quhwah,95
Microbacterium~phage~RobsFeet,99
Microbacterium~phage~Schubert,55
Microbacterium~phage~Squash,108
Microbacterium~phage~Teagan,63
Microbacterium~phage~TinyTimothy,53
Microbacterium~phage~Zeta1847,75
Microbacterium~phage~vB_MoxS-ISF9,120
Morganella~phage~MmP1,49
Morganella~phage~vB_MmoM_MP1,271
Morganella~phage~vB_MmoP_MP2,55
Mycobacterium~phage~20ES,96
Mycobacterium~phage~32HC,86
Mycobacterium~phage~39HC,100
Mycobacterium~phage~40AC,90
Mycobacterium~phage~Abrogate,91
Mycobacterium~phage~Adawi,98
Mycobacterium~phage~Adzzy,96
